product_id,product_name,category,price
PROD00310,Stapler Max 6000,Garden & Tools,975.06
PROD00260,Ergonomic Chair Max 6000,Automotive,66.27
PROD00106,Doll House Basic 9000,Clothing,219.4
PROD00054,The Pragmatic Programmer Pro 6000,Home & Kitchen,1289.06
PROD00390,Ergonomic Chair Basic 7000,Clothing,99.46
PROD00002,Athletic Socks Pro 8000,Books,377.08
PROD00481,Mechanical Keyboard Pro 2000,Books,1126.89
PROD00360,Notebook Set Lite 7000,Automotive,99.21
PROD00050,Paper Shredder Max 3000,Office Supplies,592.73
PROD00420,Paper Shredder Elite 7000,ELECTRONICS,1294.12
PROD00081,LED Monitor Pro 4000,HEALTH & BEAUTY,781.71
PROD00206,Board Game Basic 4000,Sports & Outdoors,120.99
PROD00035,Pull-up Bar Plus 9000,BOOKS,775.41
PROD00431,Mechanical Keyboard Lite 8000,Clothing,727.86
PROD00264,Machine Learning Basics Plus 3000,Garden & Tools,544.47
PROD00428,LED Headlights Elite 3000,Home & Kitchen,-1.0
PROD00455,Jump Rope Max 3000,Home & Kitchen,332.74
PROD00444,Deep Work Plus 5000,GARDEN & TOOLS,871.49
PROD00367,Essential Oil Set Pro 2000,Home & Kitchen,133.13
PROD00092,Running Shoes Max 3000,Books,646.83
PROD00340,Whiteboard Lite 4000,Health & Beauty,638.45
PROD00516,Card Game Basic 5000,health & beauty,660.63
PROD00053,Knife Set Elite 9000,Office Supplies,295.62
PROD00346,Board Game Max 4000,Sports & Outdoors,321.57
PROD00265,Yoga Mat Elite 7000,Office Supplies,1176.89
PROD00242,Hooded Sweatshirt Pro 5000,Clothing,1347.48
PROD00014,Clean Code Max 9000,Electronics,756.92
PROD00316,Board Game Pro 2000,Automotive,1059.47
PROD00089,Compost Bin Basic 5000,Electronics,926.74
PROD00388,LED Headlights Lite 9000,Home & Kitchen,536.84
PROD00274,System Design Interview Lite 8000,Garden & Tools,64.16
PROD00167,Electric Toothbrush Elite 7000,Electronics,729.07
PROD00329,Soil Tester Elite 8000,GARDEN & TOOLS,735.8
PROD00483,Rice Cooker Plus 6000,Garden & Tools,690.73
PROD00135,Hiking Backpack Elite 3000,Office Supplies,702.66
PROD00307,Sunscreen SPF50 Plus 6000,Electronics,753.53
PROD00485,Cycling Helmet Plus 6000,Home & Kitchen,146.09
PROD00276,,Garden & Tools,931.56
PROD00320,Cable Management Kit Plus 2000,Automotive,259.56
PROD00244,System Design Interview Lite 7000,Health & Beauty,491.97
PROD00055,Trekking Poles Plus 3000,Clothing,1017.34
PROD00364,Data Engineering Handbook Lite 7000,Clothing,1226.55
PROD00051,Wireless Earbuds Plus 6000,Automotive,832.73
PROD00497,Makeup Brush Set Lite 9000,electronics,733.96
PROD00175,Foam Roller Elite 2000,Garden & Tools,1174.24
PROD00446,Remote Control Car Lite 1000,Books,969.24
PROD00190,Stapler Elite 9000,Garden & Tools,983.26
PROD00308,Seat Cushion Basic 5000,HOME & KITCHEN,1038.17
PROD00464,Deep Work Elite 3000,home & kitchen,1197.8
PROD00188,Jump Starter Plus 5000,Automotive,1139.51
PROD00476,Remote Control Car Max 7000,Garden & Tools,399.28
PROD00170,Desk Organizer Elite 8000,Books,1160.57
PROD00059,Sprinkler Head Plus 4000,Automotive,662.17
PROD00475,Resistance Bands Max 9000,TOYS & GAMES,379.0
PROD00049,Fertilizer Bag Lite 1000,Clothing,159.23
PROD00345,Pull-up Bar Plus 5000,AUTOMOTIVE,990.6
PROD00236,Board Game Elite 5000,Automotive,1319.49
PROD00253,Knife Set Basic 4000,clothing,1498.34
PROD00022,Polo Shirt Elite 8000,Electronics,394.78
PROD00314,Atomic Habits Basic 2000,Electronics,
PROD00460,,Health & Beauty,1455.06
PROD00161,Portable Charger Plus 3000,Electronics,1085.76
PROD00277,Vitamin D Supplement Max 6000,Electronics,847.7
PROD00192,Running Shoes Basic 1000,Books,870.73
PROD00386,,ELECTRONICS,199.73
PROD00414,Python for Data Science Pro 7000,Electronics,631.39
PROD00492,Winter Coat Pro 6000,Health & Beauty,1363.19
PROD00344,Clean Code Basic 7000,Sports & Outdoors,1325.06
PROD00309,Compost Bin Elite 7000,Garden & Tools,1047.51
PROD00131,Mechanical Keyboard Basic 5000,Automotive,680.22
PROD00100,Stapler Plus 6000,Sports & Outdoors,949.33
PROD00373,Rice Cooker Plus 1000,Clothing,407.22
PROD00088,Seat Cushion Elite 2000,Health & Beauty,1440.03
PROD00459,Pruning Shears Pro 6000,Toys & Games,1391.11
PROD00331,LED Monitor Lite 6000,Home & Kitchen,235.6
PROD00215,Jump Rope Pro 1000,Office Supplies,1408.96
PROD00467,Shampoo & Conditioner Elite 9000,Office Supplies,837.83
PROD00122,Cotton T-Shirt Basic 2000,Clothing,20.9
PROD00021,Smart Watch Basic 2000,BOOKS,984.82
PROD00072,Denim Jacket Pro 3000,Garden & Tools,247.07
PROD00107,Hair Dryer Lite 2000,Automotive,1039.95
PROD00271,Action Camera Elite 2000,Home & Kitchen,1147.93
PROD00436,Card Game Lite 9000,Sports & Outdoors,496.37
PROD00103,Instant Pot Elite 5000,Sports & Outdoors,910.81
